fecha,region,tmax_c,tmin_c,tmed_c
2022-10-05,Comarca Lagunera Dgo.,26.5,11.0,18.4
2022-10-06,Comarca Lagunera Dgo.,22.4,1.7,11.7
2022-10-07,Comarca Lagunera Dgo.,23.3,7.8,14.9
2022-10-08,Comarca Lagunera Dgo.,27.8,12.5,20.3
2022-10-09,Comarca Lagunera Dgo.,25.8,9.4,18.0
2022-10-10,Comarca Lagunera Dgo.,26.1,10.6,17.4
2022-10-11,Comarca Lagunera Dgo.,29.9,10.2,20.4
2022-10-12,Comarca Lagunera Dgo.,27.2,11.8,19.1
2022-10-13,Comarca Lagunera Dgo.,24.3,6.3,15.7
2022-10-14,Comarca Lagunera Dgo.,27.2,6.3,16.4
2022-10-15,Comarca Lagunera Dgo.,33.5,15.8,25.0
2022-10-16,Comarca Lagunera Dgo.,27.8,12.3,20.7
2022-10-17,Comarca Lagunera Dgo.,27.4,10.6,18.4
2022-10-18,Comarca Lagunera Dgo.,29.8,12.2,21.1
2022-10-19,Comarca Lagunera Dgo.,28.7,8.9,17.5
2022-10-20,Comarca Lagunera Dgo.,30.8,13.2,22.1
2022-10-21,Comarca Lagunera Dgo.,24.1,9.5,17.9
2022-10-22,Comarca Lagunera Dgo.,29.5,15.0,21.5
2022-10-23,Comarca Lagunera Dgo.,32.3,15.6,23.5
2022-10-24,Comarca Lagunera Dgo.,28.0,12.3,19.6
2022-10-25,Comarca Lagunera Dgo.,25.5,9.7,19.8
2022-10-26,Comarca Lagunera Dgo.,27.4,10.2,19.1
2022-10-27,Comarca Lagunera Dgo.,31.4,12.4,22.7
2022-10-28,Comarca Lagunera Dgo.,31.3,13.7,23.0
2022-10-29,Comarca Lagunera Dgo.,27.1,12.4,19.9
2022-10-30,Comarca Lagunera Dgo.,35.0,19.0,27.2
2022-10-31,Comarca Lagunera Dgo.,33.6,14.2,24.3
2022-11-01,Comarca Lagunera Dgo.,27.9,10.0,18.6
2022-11-02,Comarca Lagunera Dgo.,34.2,15.2,24.0
2022-11-03,Comarca Lagunera Dgo.,34.5,17.6,26.3
2022-11-04,Comarca Lagunera Dgo.,31.2,12.3,21.2
2022-11-05,Comarca Lagunera Dgo.,34.1,16.1,25.2
2022-11-06,Comarca Lagunera Dgo.,32.8,15.5,23.8
2022-11-07,Comarca Lagunera Dgo.,35.9,18.6,27.7
2022-11-08,Comarca Lagunera Dgo.,37.6,17.8,26.8
2022-11-09,Comarca Lagunera Dgo.,39.7,22.5,29.9
2022-11-10,Comarca Lagunera Dgo.,37.9,23.3,29.8
2022-11-11,Comarca Lagunera Dgo.,34.2,16.4,26.2
2022-11-12,Comarca Lagunera Dgo.,36.1,17.8,27.3
2022-11-13,Comarca Lagunera Dgo.,34.9,17.3,27.0
2022-11-14,Comarca Lagunera Dgo.,31.2,15.5,24.1
2022-11-15,Comarca Lagunera Dgo.,37.5,20.2,29.9
2022-11-16,Comarca Lagunera Dgo.,36.0,16.7,27.4
2022-11-17,Comarca Lagunera Dgo.,34.5,18.0,26.8
2022-11-18,Comarca Lagunera Dgo.,36.9,21.7,29.1
2022-11-19,Comarca Lagunera Dgo.,40.0,21.9,29.7
2022-11-20,Comarca Lagunera Dgo.,39.0,22.0,31.5
2022-11-21,Comarca Lagunera Dgo.,38.8,21.7,29.1
2022-11-22,Comarca Lagunera Dgo.,37.4,20.5,28.5
2022-11-23,Comarca Lagunera Dgo.,40.8,24.1,33.6
2022-11-24,Comarca Lagunera Dgo.,39.1,21.8,30.2
2022-11-25,Comarca Lagunera Dgo.,40.4,22.7,31.7
2022-11-26,Comarca Lagunera Dgo.,39.1,21.6,31.4
2022-11-27,Comarca Lagunera Dgo.,40.6,23.9,31.2
2022-11-28,Comarca Lagunera Dgo.,42.6,25.4,32.7
2022-11-29,Comarca Lagunera Dgo.,41.5,23.4,32.3
2022-11-30,Comarca Lagunera Dgo.,41.7,23.3,32.5
2022-12-01,Comarca Lagunera Dgo.,37.9,20.8,30.1
2022-12-02,Comarca Lagunera Dgo.,37.9,24.3,29.7
2022-12-03,Comarca Lagunera Dgo.,41.5,25.9,33.6
2022-12-04,Comarca Lagunera Dgo.,42.8,26.2,36.2
2022-12-05,Comarca Lagunera Dgo.,44.6,27.3,35.2
2022-12-06,Comarca Lagunera Dgo.,42.5,26.0,33.3
2022-12-07,Comarca Lagunera Dgo.,38.1,25.0,31.9
2022-12-08,Comarca Lagunera Dgo.,39.9,24.7,33.0
2022-12-09,Comarca Lagunera Dgo.,44.3,26.6,35.9
2022-12-10,Comarca Lagunera Dgo.,38.8,23.2,31.1
2022-12-11,Comarca Lagunera Dgo.,43.2,26.2,34.5
2022-12-12,Comarca Lagunera Dgo.,45.6,25.8,34.7
2022-12-13,Comarca Lagunera Dgo.,45.6,26.2,35.5
2022-12-14,Comarca Lagunera Dgo.,39.9,22.9,32.9
2022-12-15,Comarca Lagunera Dgo.,45.1,25.9,35.7
2022-12-16,Comarca Lagunera Dgo.,45.0,27.3,35.7
2022-12-17,Comarca Lagunera Dgo.,47.3,30.1,37.3
2022-12-18,Comarca Lagunera Dgo.,44.5,25.2,34.9
2022-12-19,Comarca Lagunera Dgo.,46.5,28.2,36.5
2022-12-20,Comarca Lagunera Dgo.,45.4,26.8,35.2
2022-12-21,Comarca Lagunera Dgo.,39.8,27.2,34.6
2022-12-22,Comarca Lagunera Dgo.,40.4,23.8,33.2
2022-12-23,Comarca Lagunera Dgo.,45.4,25.5,35.6
2022-12-24,Comarca Lagunera Dgo.,43.8,27.0,36.6
2022-12-25,Comarca Lagunera Dgo.,44.8,28.7,37.5
2022-12-26,Comarca Lagunera Dgo.,41.6,26.0,34.0
2022-12-27,Comarca Lagunera Dgo.,50.5,31.4,41.0
2022-12-28,Comarca Lagunera Dgo.,43.8,29.7,38.1
2022-12-29,Comarca Lagunera Dgo.,45.0,27.5,35.0
2022-12-30,Comarca Lagunera Dgo.,46.2,29.8,37.3
2022-12-31,Comarca Lagunera Dgo.,46.7,29.8,37.3
2023-01-01,Comarca Lagunera Dgo.,42.8,26.3,36.2
2023-01-02,Comarca Lagunera Dgo.,44.7,27.7,36.7
2023-01-03,Comarca Lagunera Dgo.,51.5,31.7,40.8
2023-01-04,Comarca Lagunera Dgo.,42.6,28.0,35.8
2023-01-05,Comarca Lagunera Dgo.,43.2,23.9,33.8
2023-01-06,Comarca Lagunera Dgo.,47.4,28.1,36.9
2023-01-07,Comarca Lagunera Dgo.,45.7,29.8,36.7
2023-01-08,Comarca Lagunera Dgo.,48.8,32.1,39.6
2023-01-09,Comarca Lagunera Dgo.,46.3,29.6,37.7
2023-01-10,Comarca Lagunera Dgo.,51.1,33.4,42.4
2023-01-11,Comarca Lagunera Dgo.,48.6,28.2,38.9
2023-01-12,Comarca Lagunera Dgo.,47.3,28.7,38.7
2023-01-13,Comarca Lagunera Dgo.,48.4,31.3,39.2
2023-01-14,Comarca Lagunera Dgo.,47.5,29.1,37.9
2023-01-15,Comarca Lagunera Dgo.,47.7,29.4,38.5
2023-01-16,Comarca Lagunera Dgo.,49.9,29.7,40.0
2023-01-17,Comarca Lagunera Dgo.,45.4,26.5,37.7
2023-01-18,Comarca Lagunera Dgo.,44.8,27.6,35.8
2023-01-19,Comarca Lagunera Dgo.,46.9,29.6,37.1
2023-01-20,Comarca Lagunera Dgo.,44.7,30.7,39.1
2023-01-21,Comarca Lagunera Dgo.,47.2,29.9,37.4
2023-01-22,Comarca Lagunera Dgo.,47.9,33.3,41.3
2023-01-23,Comarca Lagunera Dgo.,46.6,31.5,39.4
2023-01-24,Comarca Lagunera Dgo.,45.7,28.6,37.8
2023-01-25,Comarca Lagunera Dgo.,46.3,29.5,36.3
2023-01-26,Comarca Lagunera Dgo.,44.7,27.3,35.7
2023-01-27,Comarca Lagunera Dgo.,45.0,26.6,36.1
2023-01-28,Comarca Lagunera Dgo.,45.3,26.9,36.8
2023-01-29,Comarca Lagunera Dgo.,47.7,33.2,40.3
2023-01-30,Comarca Lagunera Dgo.,49.8,30.4,39.7
2023-01-31,Comarca Lagunera Dgo.,47.1,28.6,38.3
2023-02-01,Comarca Lagunera Dgo.,44.6,28.2,35.4
2023-02-02,Comarca Lagunera Dgo.,42.5,25.9,34.2
2023-02-03,Comarca Lagunera Dgo.,46.1,29.9,37.4
2023-02-04,Comarca Lagunera Dgo.,41.6,24.2,32.2
2023-02-05,Comarca Lagunera Dgo.,46.8,31.8,38.4
2023-02-06,Comarca Lagunera Dgo.,45.9,28.4,38.4
2023-02-07,Comarca Lagunera Dgo.,45.7,27.7,37.5
2023-02-08,Comarca Lagunera Dgo.,41.9,24.5,34.2
2023-02-09,Comarca Lagunera Dgo.,45.7,26.9,36.0
2023-02-10,Comarca Lagunera Dgo.,41.8,27.3,34.0
2023-02-11,Comarca Lagunera Dgo.,45.0,27.8,36.6
2023-02-12,Comarca Lagunera Dgo.,49.0,29.5,38.9
2023-02-13,Comarca Lagunera Dgo.,43.5,24.2,34.7
2023-02-14,Comarca Lagunera Dgo.,42.3,24.9,34.9
2023-02-15,Comarca Lagunera Dgo.,45.9,29.6,38.7
2023-02-16,Comarca Lagunera Dgo.,44.9,28.3,36.5
2023-02-17,Comarca Lagunera Dgo.,43.9,25.2,33.7
2023-02-18,Comarca Lagunera Dgo.,43.7,25.7,34.2
2023-02-19,Comarca Lagunera Dgo.,46.8,27.0,37.5
2023-02-20,Comarca Lagunera Dgo.,43.2,26.3,34.5
2023-02-21,Comarca Lagunera Dgo.,42.6,27.3,35.7
2023-02-22,Comarca Lagunera Dgo.,46.4,26.4,38.4
2023-02-23,Comarca Lagunera Dgo.,43.8,25.4,35.1
2023-02-24,Comarca Lagunera Dgo.,44.8,28.3,36.5
2023-02-25,Comarca Lagunera Dgo.,41.4,24.3,33.4
2023-02-26,Comarca Lagunera Dgo.,42.5,29.8,37.3
2023-02-27,Comarca Lagunera Dgo.,41.0,25.1,35.9
2023-02-28,Comarca Lagunera Dgo.,39.1,22.0,31.6
2023-03-01,Comarca Lagunera Dgo.,39.5,22.6,31.6
2023-03-02,Comarca Lagunera Dgo.,44.9,26.6,36.8
2023-03-03,Comarca Lagunera Dgo.,39.3,23.8,32.2
2023-03-04,Comarca Lagunera Dgo.,41.1,25.0,34.6
2023-03-05,Comarca Lagunera Dgo.,40.7,22.7,31.7
2023-03-06,Comarca Lagunera Dgo.,37.0,19.9,28.1
2023-03-07,Comarca Lagunera Dgo.,41.5,24.2,33.8
2023-03-08,Comarca Lagunera Dgo.,39.3,23.6,32.4
2023-03-09,Comarca Lagunera Dgo.,37.6,20.6,29.2
2023-03-10,Comarca Lagunera Dgo.,41.1,25.9,33.8
2023-03-11,Comarca Lagunera Dgo.,41.2,27.0,33.3
2023-03-12,Comarca Lagunera Dgo.,38.9,22.0,30.0
2023-03-13,Comarca Lagunera Dgo.,38.0,21.0,30.2
2023-03-14,Comarca Lagunera Dgo.,35.1,18.0,26.0
2023-03-15,Comarca Lagunera Dgo.,35.2,18.9,26.3
2023-03-16,Comarca Lagunera Dgo.,39.0,19.9,28.9
2023-03-17,Comarca Lagunera Dgo.,37.3,19.6,28.4
2023-03-18,Comarca Lagunera Dgo.,38.0,21.3,28.8
2023-03-19,Comarca Lagunera Dgo.,39.2,20.1,30.7
2023-03-20,Comarca Lagunera Dgo.,38.4,21.7,28.9
2023-03-21,Comarca Lagunera Dgo.,42.0,24.9,32.7
2023-03-22,Comarca Lagunera Dgo.,36.1,17.3,27.0
2023-03-23,Comarca Lagunera Dgo.,38.5,21.5,29.2
2023-03-24,Comarca Lagunera Dgo.,32.9,16.6,25.8
2023-03-25,Comarca Lagunera Dgo.,37.5,19.9,30.3
2023-03-26,Comarca Lagunera Dgo.,34.3,17.6,27.4
2023-03-27,Comarca Lagunera Dgo.,32.6,14.4,24.1
2023-03-28,Comarca Lagunera Dgo.,36.2,17.7,27.0
2023-03-29,Comarca Lagunera Dgo.,33.8,17.7,27.0
2023-03-30,Comarca Lagunera Dgo.,33.8,18.9,26.5
2023-03-31,Comarca Lagunera Dgo.,37.7,21.2,29.8
2023-04-01,Comarca Lagunera Dgo.,31.7,12.0,21.9
2023-04-02,Comarca Lagunera Dgo.,28.8,12.3,21.2
2023-04-03,Comarca Lagunera Dgo.,31.3,14.3,21.7
2023-04-04,Comarca Lagunera Dgo.,35.3,16.4,25.2
2023-04-05,Comarca Lagunera Dgo.,31.3,14.7,23.5
2023-04-06,Comarca Lagunera Dgo.,27.8,12.4,18.9
2023-04-07,Comarca Lagunera Dgo.,35.4,18.5,26.8
2023-04-08,Comarca Lagunera Dgo.,30.9,14.1,23.3
2023-04-09,Comarca Lagunera Dgo.,24.6,10.4,18.2
2023-04-10,Comarca Lagunera Dgo.,28.3,14.3,20.5
2023-04-11,Comarca Lagunera Dgo.,33.0,14.9,23.2
2023-04-12,Comarca Lagunera Dgo.,27.6,9.0,17.9
2023-04-13,Comarca Lagunera Dgo.,31.8,14.7,22.9
2023-04-14,Comarca Lagunera Dgo.,30.7,13.1,21.6
2023-04-15,Comarca Lagunera Dgo.,29.7,14.3,21.6
2023-04-16,Comarca Lagunera Dgo.,31.8,13.2,21.9
2023-04-17,Comarca Lagunera Dgo.,30.1,12.4,20.5
2023-04-18,Comarca Lagunera Dgo.,28.4,9.7,18.8
2023-04-19,Comarca Lagunera Dgo.,30.1,12.3,21.3
2023-04-20,Comarca Lagunera Dgo.,30.6,10.5,20.2
2023-04-21,Comarca Lagunera Dgo.,26.0,7.8,17.5
2023-04-22,Comarca Lagunera Dgo.,27.8,9.4,19.0
2023-04-23,Comarca Lagunera Dgo.,25.9,10.3,18.6
2023-04-24,Comarca Lagunera Dgo.,29.3,9.4,18.3
2023-04-25,Comarca Lagunera Dgo.,31.2,13.8,23.1
2023-04-26,Comarca Lagunera Dgo.,21.4,4.7,13.6
2023-04-27,Comarca Lagunera Dgo.,29.0,11.4,19.0
2023-04-28,Comarca Lagunera Dgo.,29.7,7.3,18.2
2023-04-29,Comarca Lagunera Dgo.,29.6,10.9,20.8
2023-04-30,Comarca Lagunera Dgo.,21.4,3.1,11.6
2023-05-01,Comarca Lagunera Dgo.,22.0,7.7,15.7
2023-05-02,Comarca Lagunera Dgo.,25.5,8.2,13.9
2023-05-03,Comarca Lagunera Dgo.,21.9,6.7,15.0
2023-05-04,Comarca Lagunera Dgo.,23.4,6.3,15.8
2023-05-05,Comarca Lagunera Dgo.,24.2,7.7,16.9
2023-05-06,Comarca Lagunera Dgo.,26.6,8.1,17.5
2023-05-07,Comarca Lagunera Dgo.,21.1,4.9,13.1
2023-05-08,Comarca Lagunera Dgo.,25.0,6.5,15.3
2023-05-09,Comarca Lagunera Dgo.,21.7,5.1,15.5
2023-05-10,Comarca Lagunera Dgo.,21.6,2.5,11.5
2023-05-11,Comarca Lagunera Dgo.,22.5,4.2,14.0
2023-05-12,Comarca Lagunera Dgo.,24.4,3.2,12.5
2023-05-13,Comarca Lagunera Dgo.,22.4,5.4,14.0
2023-05-14,Comarca Lagunera Dgo.,17.5,3.4,10.6
2023-05-15,Comarca Lagunera Dgo.,21.4,1.9,11.5
2023-05-16,Comarca Lagunera Dgo.,17.0,-1.9,7.1
2023-05-17,Comarca Lagunera Dgo.,13.7,-1.7,7.3
2023-05-18,Comarca Lagunera Dgo.,18.2,3.8,10.1
2023-05-19,Comarca Lagunera Dgo.,18.8,1.0,11.1
2023-05-20,Comarca Lagunera Dgo.,17.8,-0.4,7.6
2023-05-21,Comarca Lagunera Dgo.,17.3,1.3,7.9
2023-05-22,Comarca Lagunera Dgo.,17.7,-1.9,9.4
2023-05-23,Comarca Lagunera Dgo.,18.1,2.2,10.4
2023-05-24,Comarca Lagunera Dgo.,19.3,3.2,10.7
2023-05-25,Comarca Lagunera Dgo.,17.6,0.1,7.7
2023-05-26,Comarca Lagunera Dgo.,17.6,-1.1,7.3
2023-05-27,Comarca Lagunera Dgo.,18.6,3.0,10.7
2023-05-28,Comarca Lagunera Dgo.,18.2,2.5,10.8
2023-05-29,Comarca Lagunera Dgo.,18.1,-0.5,9.1
2023-05-30,Comarca Lagunera Dgo.,16.8,-0.6,9.4
2023-05-31,Comarca Lagunera Dgo.,15.0,-2.5,7.3
2023-06-01,Comarca Lagunera Dgo.,12.9,-2.1,5.8
2023-06-02,Comarca Lagunera Dgo.,16.5,-0.9,7.2
2023-06-03,Comarca Lagunera Dgo.,13.2,-5.5,5.1
2023-06-04,Comarca Lagunera Dgo.,14.9,-1.1,5.7
2023-06-05,Comarca Lagunera Dgo.,17.8,0.0,9.4
2023-06-06,Comarca Lagunera Dgo.,12.8,-3.5,5.5
2023-06-07,Comarca Lagunera Dgo.,16.4,0.4,8.5
2023-06-08,Comarca Lagunera Dgo.,14.9,-3.8,5.2
2023-06-09,Comarca Lagunera Dgo.,15.4,-2.1,7.0
2023-06-10,Comarca Lagunera Dgo.,10.0,-4.2,2.8
2023-06-11,Comarca Lagunera Dgo.,13.9,-2.7,6.0
2023-06-12,Comarca Lagunera Dgo.,15.3,-1.6,6.9
2023-06-13,Comarca Lagunera Dgo.,13.7,-4.0,4.8
2023-06-14,Comarca Lagunera Dgo.,12.3,-7.8,4.0
2023-06-15,Comarca Lagunera Dgo.,12.0,-5.2,3.3
2023-06-16,Comarca Lagunera Dgo.,13.1,-1.7,5.2
2023-06-17,Comarca Lagunera Dgo.,15.1,-2.1,5.8
2023-06-18,Comarca Lagunera Dgo.,8.6,-8.5,0.8
2023-06-19,Comarca Lagunera Dgo.,12.5,-5.0,3.4
2023-06-20,Comarca Lagunera Dgo.,14.8,-2.9,5.3
2023-06-21,Comarca Lagunera Dgo.,10.3,-3.7,4.6
2023-06-22,Comarca Lagunera Dgo.,8.6,-10.2,-0.1
2023-06-23,Comarca Lagunera Dgo.,10.3,-6.2,2.0
2023-06-24,Comarca Lagunera Dgo.,10.5,-3.5,2.9
2023-06-25,Comarca Lagunera Dgo.,12.4,-3.8,3.6
2023-06-26,Comarca Lagunera Dgo.,9.2,-5.6,1.3
2023-06-27,Comarca Lagunera Dgo.,14.6,-4.1,5.3
2023-06-28,Comarca Lagunera Dgo.,9.6,-6.6,1.5
2023-06-29,Comarca Lagunera Dgo.,9.7,-7.8,2.1
2023-06-30,Comarca Lagunera Dgo.,9.8,-8.3,0.1
2023-07-01,Comarca Lagunera Dgo.,9.3,-6.2,3.1
2023-07-02,Comarca Lagunera Dgo.,10.9,-8.9,0.4
2023-07-03,Comarca Lagunera Dgo.,8.6,-8.5,-0.2
2023-07-04,Comarca Lagunera Dgo.,10.7,-6.2,2.6
2023-07-05,Comarca Lagunera Dgo.,9.6,-8.1,1.9
2023-07-06,Comarca Lagunera Dgo.,8.5,-7.2,0.1
2023-07-07,Comarca Lagunera Dgo.,8.2,-7.4,1.0
2023-07-08,Comarca Lagunera Dgo.,14.7,-2.9,5.3
2023-07-09,Comarca Lagunera Dgo.,5.8,-12.3,-3.9
2023-07-10,Comarca Lagunera Dgo.,9.4,-10.5,-0.7
2023-07-11,Comarca Lagunera Dgo.,11.6,-6.8,2.3
2023-07-12,Comarca Lagunera Dgo.,13.0,-5.5,2.9
2023-07-13,Comarca Lagunera Dgo.,8.9,-10.0,0.8
2023-07-14,Comarca Lagunera Dgo.,10.2,-8.6,0.9
2023-07-15,Comarca Lagunera Dgo.,10.8,-5.2,1.5
2023-07-16,Comarca Lagunera Dgo.,6.5,-8.1,-1.1
2023-07-17,Comarca Lagunera Dgo.,4.2,-10.5,-1.1
2023-07-18,Comarca Lagunera Dgo.,5.6,-10.1,-0.2
2023-07-19,Comarca Lagunera Dgo.,7.0,-8.5,-0.7
2023-07-20,Comarca Lagunera Dgo.,11.7,-5.8,3.1
2023-07-21,Comarca Lagunera Dgo.,9.6,-7.3,1.0
2023-07-22,Comarca Lagunera Dgo.,10.5,-6.5,2.6
2023-07-23,Comarca Lagunera Dgo.,6.1,-8.9,0.5
2023-07-24,Comarca Lagunera Dgo.,12.9,-3.5,4.2
2023-07-25,Comarca Lagunera Dgo.,11.6,-5.1,3.2
2023-07-26,Comarca Lagunera Dgo.,10.6,-6.5,1.4
2023-07-27,Comarca Lagunera Dgo.,12.2,-6.3,2.2
2023-07-28,Comarca Lagunera Dgo.,9.8,-7.8,0.6
2023-07-29,Comarca Lagunera Dgo.,14.1,-5.3,3.4
2023-07-30,Comarca Lagunera Dgo.,7.2,-9.4,-0.6
2023-07-31,Comarca Lagunera Dgo.,14.4,-2.7,5.6
2023-08-01,Comarca Lagunera Dgo.,9.2,-8.3,1.2
2023-08-02,Comarca Lagunera Dgo.,9.7,-5.8,1.8
2023-08-03,Comarca Lagunera Dgo.,9.5,-5.4,0.9
2023-08-04,Comarca Lagunera Dgo.,5.0,-5.4,-1.1
2023-08-05,Comarca Lagunera Dgo.,11.0,-9.5,0.7
2023-08-06,Comarca Lagunera Dgo.,11.8,-3.6,3.0
2023-08-07,Comarca Lagunera Dgo.,9.1,-7.2,0.2
2023-08-08,Comarca Lagunera Dgo.,9.6,-7.6,-0.0
2023-08-09,Comarca Lagunera Dgo.,12.0,-6.1,2.0
2023-08-10,Comarca Lagunera Dgo.,13.2,-4.9,3.3
2023-08-11,Comarca Lagunera Dgo.,11.1,-7.3,0.5
2023-08-12,Comarca Lagunera Dgo.,12.4,-0.5,5.6
2023-08-13,Comarca Lagunera Dgo.,10.4,-6.2,1.8
2023-08-14,Comarca Lagunera Dgo.,8.5,-7.6,-0.4
2023-08-15,Comarca Lagunera Dgo.,12.5,-6.2,4.0
2023-08-16,Comarca Lagunera Dgo.,8.9,-9.0,0.5
2023-08-17,Comarca Lagunera Dgo.,10.9,-3.5,3.7
2023-08-18,Comarca Lagunera Dgo.,10.0,-5.8,2.9
2023-08-19,Comarca Lagunera Dgo.,15.7,-3.5,5.8
2023-08-20,Comarca Lagunera Dgo.,13.9,-2.6,5.2
2023-08-21,Comarca Lagunera Dgo.,15.8,0.2,8.1
2023-08-22,Comarca Lagunera Dgo.,13.8,-1.2,6.3
2023-08-23,Comarca Lagunera Dgo.,11.3,-5.3,3.4
2023-08-24,Comarca Lagunera Dgo.,15.7,-2.9,6.5
2023-08-25,Comarca Lagunera Dgo.,13.8,-1.2,7.0
2023-08-26,Comarca Lagunera Dgo.,11.7,-7.7,2.6
2023-08-27,Comarca Lagunera Dgo.,15.2,-0.3,7.2
2023-08-28,Comarca Lagunera Dgo.,15.2,-3.3,5.9
2023-08-29,Comarca Lagunera Dgo.,14.3,-3.6,3.8
2023-08-30,Comarca Lagunera Dgo.,10.8,-5.4,2.5
2023-08-31,Comarca Lagunera Dgo.,9.8,-7.3,0.9
2023-09-01,Comarca Lagunera Dgo.,16.2,-0.7,7.5
2023-09-02,Comarca Lagunera Dgo.,15.9,1.7,8.1
2023-09-03,Comarca Lagunera Dgo.,13.4,-3.9,5.8
2023-09-04,Comarca Lagunera Dgo.,9.8,-9.2,-0.7
2023-09-05,Comarca Lagunera Dgo.,12.5,-0.8,6.7
2023-09-06,Comarca Lagunera Dgo.,16.7,-3.1,7.3
2023-09-07,Comarca Lagunera Dgo.,14.8,-4.4,5.6
2023-09-08,Comarca Lagunera Dgo.,13.2,-2.1,6.1
2023-09-09,Comarca Lagunera Dgo.,15.8,-1.2,8.0
2023-09-10,Comarca Lagunera Dgo.,17.6,-0.7,9.1
2023-09-11,Comarca Lagunera Dgo.,12.9,-3.8,4.6
2023-09-12,Comarca Lagunera Dgo.,11.6,-2.8,5.2
2023-09-13,Comarca Lagunera Dgo.,17.6,0.1,8.4
2023-09-14,Comarca Lagunera Dgo.,14.7,-1.4,5.8
2023-09-15,Comarca Lagunera Dgo.,15.6,-1.6,7.5
2023-09-16,Comarca Lagunera Dgo.,17.9,0.7,9.2
2023-09-17,Comarca Lagunera Dgo.,18.0,2.4,11.6
2023-09-18,Comarca Lagunera Dgo.,20.3,2.6,12.2
2023-09-19,Comarca Lagunera Dgo.,18.1,2.4,11.1
2023-09-20,Comarca Lagunera Dgo.,20.4,0.1,11.3
2023-09-21,Comarca Lagunera Dgo.,25.2,4.9,14.2
2023-09-22,Comarca Lagunera Dgo.,21.3,4.6,14.1
2023-09-23,Comarca Lagunera Dgo.,21.8,7.7,15.8
2023-09-24,Comarca Lagunera Dgo.,21.8,5.4,14.1
2023-09-25,Comarca Lagunera Dgo.,24.0,3.6,14.5
2023-09-26,Comarca Lagunera Dgo.,23.0,5.8,14.0
2023-09-27,Comarca Lagunera Dgo.,20.8,3.3,12.4
2023-09-28,Comarca Lagunera Dgo.,19.5,2.7,10.8
2023-09-29,Comarca Lagunera Dgo.,23.5,6.9,15.2
2023-09-30,Comarca Lagunera Dgo.,25.9,8.7,17.0
2023-10-01,Comarca Lagunera Dgo.,21.2,5.0,12.7
2023-10-02,Comarca Lagunera Dgo.,21.5,4.6,12.6
2023-10-03,Comarca Lagunera Dgo.,20.4,6.5,12.3
2023-10-04,Comarca Lagunera Dgo.,26.2,8.3,17.3
2023-10-05,Comarca Lagunera Dgo.,25.7,7.1,16.0
2023-10-06,Comarca Lagunera Dgo.,19.5,3.0,13.2
2023-10-07,Comarca Lagunera Dgo.,21.5,4.8,13.7
2023-10-08,Comarca Lagunera Dgo.,23.8,6.2,14.6
2023-10-09,Comarca Lagunera Dgo.,27.6,10.6,18.6
2023-10-10,Comarca Lagunera Dgo.,25.0,4.5,14.4
2023-10-11,Comarca Lagunera Dgo.,23.3,5.8,14.4
2023-10-12,Comarca Lagunera Dgo.,25.2,6.3,15.7
2023-10-13,Comarca Lagunera Dgo.,23.5,7.8,16.8
2023-10-14,Comarca Lagunera Dgo.,29.8,11.9,21.0
2023-10-15,Comarca Lagunera Dgo.,29.6,9.9,18.5
2023-10-16,Comarca Lagunera Dgo.,25.5,7.5,16.4
2023-10-17,Comarca Lagunera Dgo.,25.1,9.4,17.1
2023-10-18,Comarca Lagunera Dgo.,28.0,9.7,18.9
2023-10-19,Comarca Lagunera Dgo.,26.3,11.6,18.5
2023-10-20,Comarca Lagunera Dgo.,26.7,9.0,18.3
2023-10-21,Comarca Lagunera Dgo.,22.2,1.3,13.5
2023-10-22,Comarca Lagunera Dgo.,27.3,10.1,18.3
2023-10-23,Comarca Lagunera Dgo.,28.7,11.8,21.2
2023-10-24,Comarca Lagunera Dgo.,29.0,13.3,21.8
2023-10-25,Comarca Lagunera Dgo.,34.0,16.2,24.7
2023-10-26,Comarca Lagunera Dgo.,28.2,8.9,19.8
2023-10-27,Comarca Lagunera Dgo.,30.6,15.5,22.0
2023-10-28,Comarca Lagunera Dgo.,33.4,19.1,25.8
2023-10-29,Comarca Lagunera Dgo.,30.6,12.7,22.1
2023-10-30,Comarca Lagunera Dgo.,31.9,14.0,22.7
2023-10-31,Comarca Lagunera Dgo.,31.8,16.9,25.3
2023-11-01,Comarca Lagunera Dgo.,33.5,16.3,24.2
2023-11-02,Comarca Lagunera Dgo.,30.3,15.3,22.0
2023-11-03,Comarca Lagunera Dgo.,34.4,17.1,26.2
2023-11-04,Comarca Lagunera Dgo.,32.9,17.1,23.8
2023-11-05,Comarca Lagunera Dgo.,34.7,19.1,25.8
2023-11-06,Comarca Lagunera Dgo.,34.1,17.7,27.4
2023-11-07,Comarca Lagunera Dgo.,32.4,13.7,23.0
2023-11-08,Comarca Lagunera Dgo.,34.6,19.3,25.7
2023-11-09,Comarca Lagunera Dgo.,35.2,15.1,26.4
2023-11-10,Comarca Lagunera Dgo.,34.5,18.0,25.4
2023-11-11,Comarca Lagunera Dgo.,37.7,19.5,28.1
2023-11-12,Comarca Lagunera Dgo.,38.5,20.3,28.3
2023-11-13,Comarca Lagunera Dgo.,41.1,21.2,31.9
2023-11-14,Comarca Lagunera Dgo.,37.5,19.4,28.4
2023-11-15,Comarca Lagunera Dgo.,36.3,21.4,28.5
